source_uid,station_id,source_name,descriptionDataset,data_repository_ftp,wmo_id,station_name,lat,lon,elev, fips_code,country,continent,station_data_policy,station_data_type,data_update_status,station_metadata_link,timestep,ver,obs_freq,obs_time_GMT,Wind_speed _start_year,Wind_speed _end_year,Wind_direction_start_year,Wind_direction_end_year,Sea_Level_Pressure _start_year,Sea_Level_Pressure_end_year
1000245,481,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Helsinki Finland,60.17,24.95,11,,Finland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1901,1926,1901,1926,1901,1926
1000245,482,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Sortavala USSR,61.7,30.68,15,,Russian Federation,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1901,1926,1901,1926,1901,1926
1000245,483,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Vaasa Finland,63.08,21.62,8,,Finland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1901,1926,1901,1926,1901,1926
1000245,484,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Kuopio Finland,62.9,27.67,90,,Finland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1901,1926,1901,1926,1901,1926
1000245,485,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Sodankyla Finland,67.37,26.65,181,,Finland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1901,1926,1901,1926,1901,1926
1000245,486,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Kajaani Finland,64.22,27.77,146,,Finland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1901,1926,1901,1926,1901,1926
1000245,487,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Tampere Finland (Tammerfors),61.5,23.77,83,,Finland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1901,1926,1901,1926,1901,1926
1000245,488,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Turku Finland (ABO),60.45,22.27,14,,Finland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1901,1926,1901,1926,1901,1926
1000245,489,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Inari Finland (Thule),69.1,27.22,149,,Finland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1901,1926,1901,1926,1901,1926
1000245,490,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Hango Finland,59.77,22.95,6,,Finland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1901,1926,1901,1926,1901,1926
1000245,491,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Mariehamn Finland,60.1,19.95,14,,Finland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1901,1926,1901,1926,1901,1926
1000245,492,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Vipuri USSR (Viborg),60.72,28.78,2,,Russian Federation,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1901,1926,1901,1926,1901,1926
1000245,493,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Jyvaskyla Finland,62.23,25.73,94,,Finland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1901,1926,1901,1926,1901,1926
1000245,494,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Oulu Finland (Uleaborg),65.02,25.45,10,,Finland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1901,1926,1901,1926,1901,1926
1000245,501,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Bogskar Finland,59.5,20.35,25,,Finland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1901,1926,1901,1926,1901,1926
1000245,502,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Kuusamo Finland,65.95,29.2,256,,Finland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1901,1926,1901,1926,1901,1926
1000245,503,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Lauttakyla Finland,61.18,22.62,50,,Finland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1901,1926,1901,1926,1901,1926
1000245,504,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Sabbskar Finland,61.48,21.35,6,,Finland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1901,1926,1901,1926,1901,1926
1000245,505,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Wartsila USSR,62.17,30.65,71,,Russian Federation,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1901,1926,1901,1926,1901,1926
1000245,506,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Ulkokalla Finland,64.33,23.45,4,,Finland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1901,1926,1901,1926,1901,1926
1000245,88968,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Laurie Is South Orkney Islands,-60.73,-44.73,3,,Antarctica,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1905,1911,1905,1911,1905,1911
1000245,10000,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Myggbukta Greenland,73.48,-21.57,3,,Greenland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10001,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Jan Mayen Norwegian Sea,70.98,-8.33,22,,Jan Mayen,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10002,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Isfjord Radio Spitzbergen,78.07,13.63,7,,Norway,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10003,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Bjornoya Bear Island (Bareninsel),74.47,19.28,28,,Norway,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10004,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Vardo Norway,70.37,31.1,11,,Norway,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10005,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Ingoy Norway,71.07,24.15,3,,Norway,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10009,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Andenes Norway,69.33,16.13,7,,Norway,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10011,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Rost Norway,67.5,12.07,10,,Norway,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10014,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Nordoyan Norway,64.8,10.55,36,,Norway,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10021,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Krakenes Norway,62.03,4.98,41,,Norway,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10028,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Utsira Norway,59.3,4.88,56,,Norway,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10030,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Lista Norway,58.1,6.57,9,,Norway,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10036,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Ferder Norway (Faerder),59.03,10.53,9,,Norway,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10050,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Haparanda Sweden,65.83,24.15,8,,Sweden,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10056,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Stensele Sweden,65.07,17.17,327,,Sweden,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10057,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Harnosand Sweden,62.62,17.95,9,,Sweden,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10059,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Stockholm Sweden,59.35,17.95,10,,Sweden,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10110,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Lerwick Shetland Islands Great Britain,60.15,-1.13,47,,United Kingdom,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10168,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Guernsey Channel Island Great Britain,49.45,-2.55,53,,Guernsey,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10170,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Reykjavik Iceland,64.15,-21.95,15,,Iceland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10172,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Bolungarvik Iceland,66.17,-23.22,6,,Iceland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10174,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Akureyri Iceland,65.68,-18.08,7,,Iceland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10176,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Seydisfjord Iceland,65.27,-13.58,7,,Iceland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10178,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Westman Island Iceland (Vestmannaeyjar),63.4,-20.28,121,,Iceland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10181,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Kopenhagen Denmark,55.62,12.65,0,,Denmark,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10182,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Skagen Denmark,57.73,10.63,3,,Denmark,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10184,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Blaavandshuk Denmark,55.55,8.08,14,,Denmark,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10191,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Thorshaven Faeroe Islands,62.05,-6.75,25,,Faroe Islands,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10201,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Rochefort France,45.92,-0.98,3,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10202,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Biarritz France,43.48,-1.57,28,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10210,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Lyon France,45.73,4.92,197,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10215,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Paris France (Le Bourget),48.95,2.43,46,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10216,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Perpignan France,42.73,2.87,45,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10217,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Le Talut France,47.3,-3.27,45,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10220,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Brest France,48.28,-4.43,96,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10222,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Tours France,47.42,0.7,96,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10230,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Le Havre France,49.48,0.08,17,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10231,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Marseille France,43.43,5.22,12,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10237,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Nancy France,48.7,6.23,235,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10246,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Puy de Dome France,45.77,2.97,1466,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10247,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Pic du Midi France,42.93,0.13,2858,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10248,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Mt. Ventoux France,44.17,5.28,1899,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10249,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Mt. Aigoual France,44.12,3.58,1553,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10272,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Lanslebourg France,45.28,6.58,1402,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10281,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Zurich Switzerland,47.38,8.55,492,,Switzerland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10284,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Lugano Switzerland,46,8.95,275,,Switzerland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10291,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Helder Netherlands,52.97,4.75,6,,Netherlands,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10292,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Flushing Netherlands (Vlissingen),51.43,3.57,9,,Netherlands,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10293,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,DeBilt Netherlands,52.1,5.18,3,,Netherlands,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10305,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Genua Italy (Genova) (Genoa),44.4,8.9,2,,Italy,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10317,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Florenz Italy,43.8,11.2,43,,Italy,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10322,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Rom Italy,41.73,12.23,3,,Italy,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10333,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Tarent Italy (Taranto),40.47,17.23,21,,Italy,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10335,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Terranova Sardinia,40.93,9.5,2,,Italy,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10396,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Point Delgada Azores Islands,37.73,-25.67,21,,Portugal,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10398,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Horta Azores Islands,38.53,-28.63,64,,Portugal,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10400,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Flensburg Germany,54.77,9.37,41,,Germany,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10401,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Borkum Germany,53.58,6.67,6,,Germany,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10402,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Nordhorn Germany,52.42,7.07,21,,Germany,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10403,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Hamburg Germany,53.63,10,17,,Germany,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10404,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Stettin Poland,53.4,14.63,0,,Poland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10405,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Danzig Poland,54.38,18.6,14,,Poland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10406,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Warnemunde Germany,54.18,12.1,0,,Germany,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10407,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Aachen Germany,50.78,6.1,202,,Germany,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10408,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Magdeburg Germany,52.13,11.72,45,,Germany,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10409,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Fehmarnbelt Germany,54.6,11.15,0,,Germany,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10410,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Dresden Germany,51.13,13.77,229,,Germany,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10411,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Breslau Poland,51.07,17,120,,Poland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10412,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Frankfurt am Main Germany,50.05,8.6,110,,Germany,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10413,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Karlsruhe Germany,49.02,8.38,117,,Germany,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10414,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Munchen Germany,48.18,11.55,519,,Germany,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10418,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Brocken Germany,51.8,10.62,1147,,Germany,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10420,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Grunberg Poland,51.92,15.5,147,,Poland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10421,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Hannover Germany,52.42,9.75,50,,Germany,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10422,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Konigsberg USSR (Kaliningrad),54.73,20.57,20,,Russian Federation,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10426,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Nurnberg Germany,49.48,11.1,314,,Germany,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10429,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Rugenwaldermunde Poland,54.43,16.38,7,,Poland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10430,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Wilhelmshaven Germany,53.53,8.15,3,,Germany,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10432,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Borkumriff Germany,53.77,6.07,0,,Germany,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
1000245,10433,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Aussenjade Germany,53.87,7.93,0,,Germany,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1913,1951,1913,1951,1913,1951
