source_uid,station_id,source_name,descriptionDataset,data_repository_ftp,wmo_id,station_name,lat,lon,elev, fips_code,country,continent,station_data_policy,station_data_type,data_update_status,station_metadata_link,timestep,ver,obs_freq,obs_time_GMT,Wind_speed _start_year,Wind_speed _end_year,Wind_direction_start_year,Wind_direction_end_year,Sea_Level_Pressure _start_year,Sea_Level_Pressure_end_year
1000245,20233,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Montelimar France,44.58,4.72,74,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20234,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Romilly France,48.5,3.75,77,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20235,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Valenciennes France,50.15,3.27,97,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20237,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Nancy France,48.7,6.23,235,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20238,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Nantes France,47.18,-1.55,40,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20239,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Epinal France,48.17,6.42,379,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20240,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Antibes France,43.72,7.22,3,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20241,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Avord France,47.05,2.65,178,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20242,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Angouleme France,45.67,0.23,82,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20243,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Orleans France,48,1.8,128,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20244,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Poitiers France,46.58,0.32,125,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20245,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Le Puy En Velay France,45.05,3.88,714,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20246,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Puy De Dome France,45.77,2.97,1466,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20248,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Mont Ventoux France,44.17,5.28,1899,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20249,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Mont Aigoual France,44.12,3.58,1553,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20251,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,La Courtine France,45.7,2.25,764,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20252,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Chateauroux France,46.82,1.77,153,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20253,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Romorantin France,47.3,1.68,82,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20254,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Chartres France,48.45,1.5,153,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20255,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Mourmelon France,49.12,4.35,131,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20256,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Istres France,43.42,4.95,28,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20257,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Cazaux France,44.53,-1.13,21,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20258,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Angers France,47.45,-0.52,52,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20259,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Les Sanguinaires Corsica,41.87,8.63,72,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20260,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Cape Corse Corsica,43.02,9.35,125,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20261,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Pertusato Corsica,41.37,9.17,106,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20262,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,St Quentin France,49.82,3.2,100,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20263,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Brehat Island France,48.85,-3,35,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20264,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Quessant France (Joinville),48.45,-5.12,29,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20265,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Penmarch France,47.78,-4.37,20,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20266,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Millau France,44.07,3.2,407,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20267,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Saverne France,48.73,7.35,204,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20268,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,La Chiappa Corsica,41.58,9.35,64,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20269,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,La Coubre France,45.68,-1.23,6,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20270,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Bastia Corsica,42.68,9.42,288,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20271,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Auxerre France,47.8,3.55,211,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20272,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Lanslebourg France,45.28,6.88,1402,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20273,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Toulon France,43.1,5.92,22,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20892,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Vitry-En-Artois France,50.33,3,47,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20906,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Grevillers France,50.12,2.8,129,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20914,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Berk-Place France,50.42,1.6,7,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20919,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Abbeville France (Drucat),50.13,1.85,71,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20921,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Charleville France,49.78,4.63,156,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20927,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Poix Nord France,49.82,1.97,179,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20931,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Coulommiers France,48.82,3.08,78,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20932,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Villaroche France,48.77,2.2,175,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20937,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,St Dizier France,48.63,4.97,146,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20938,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Luxeuil France,47.82,6.38,306,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20948,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Montdidier France,49.67,2.58,113,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,20962,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Juvincourt France,49.42,3.88,59,,France,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,27275,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Oostende Belgium,51.2,2.92,3,,Belgium,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,27276,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Brussels Belgium (Evere),50.88,4.42,54,,Belgium,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,27278,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Forges Lez Chimay Belgium,49.98,4.33,327,,Belgium,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,27320,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Antwerp Belgium,51.18,4.47,10,,Belgium,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,27340,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Libramont Belgium,49.92,5.37,491,,Belgium,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,28281,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Zurich Switzerland,47.38,8.55,492,,Switzerland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,28282,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Bern Switzerland,46.95,7.48,571,,Switzerland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,28283,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Geneva Switzerland,46.23,6.08,423,,Switzerland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,28284,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Lugano Switzerland,46,8.95,276,,Switzerland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,28285,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Santis Switzerland,47.25,9.33,2500,,Switzerland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,28286,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Jungfraujoch Switzerland,46.53,7.97,3578,,Switzerland,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,29291,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Helder Netherlands,52.97,4.75,6,,Netherlands,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,29292,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Vlissingen Netherlands,51.57,3.5,9,,Netherlands,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,29293,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,De Bilt Netherlands,52.1,5.18,9,,Netherlands,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,29294,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Groningen Netherlands,53.22,6.55,10,,Netherlands,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,29295,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Amsterdam Netherlands (Schiphol),52.3,4.78,-3,,Netherlands,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,29298,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Noordhinder Netherlands,51.58,2.62,3,,Netherlands,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,29299,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Terschellingerbank Netherlands,53.45,4.78,3,,Netherlands,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,30302,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Milano Italy,45.88,9.28,118,,Italy,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,30306,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Genova Porto Italy,44.4,8.92,2,,Italy,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,30307,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Firenze Italy,43.8,11.2,73,,Italy,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,30310,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Trieste Free Territory,45.65,13.77,15,,Italy,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,30311,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Rome Italy (Centocelle),41.87,12.55,49,,Italy,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,30312,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Olbia Sardinia,40.93,9.5,2,,Italy,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,30316,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Messina Sicily,38.2,15.55,53,,Italy,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,30332,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Saseno Albania,40.5,19.28,339,,Italy,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,30333,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Taranto Italy,40.47,17.23,21,,Italy,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,30335,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Olbia Sardinia,40.93,9.5,2,,Italy,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,30341,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Malta,35.9,14.52,85,,Malta,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,35353,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Madrid Barajas Spain,40.47,-3.57,599,,Spain,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,35355,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Almeria Spain,36.85,-2.47,64,,Spain,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,35357,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Mahon Balearic Islands,39.88,4.27,42,,Spain,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,35362,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,La Coruna Spain,43.38,-8.37,56,,Spain,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,35369,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,San Fernando Spain,36.47,-6.2,28,,Spain,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,35370,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Santa Cruz De Tenerife Canary Islands,28.47,-16.27,36,,Spain,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,35403,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Cabo Juby Spanish West Africa,27.93,-13,4,,,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,35404,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Villa Cisneros Spanish West Africa,23.68,-15.9,6,,,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,38381,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Oporto Portugal,41.13,-8.67,24,,Portugal,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,38384,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Lisbon Portugal,38.73,-9.18,227,,Portugal,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,38393,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Praia Cape Verde Islands,14.92,-23.52,34,,Cape Verde,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,38394,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,St Vincent Cape Verde Islands,16.88,-24.98,14,,Cape Verde,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,38395,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Funchal Madeira,32.63,-16.9,110,,,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,38396,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Ponta Delgada Azores,37.73,-25.67,21,,,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,38398,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Horta Azores,38.53,-28.63,64,,Portugal,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,40001,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Krefeld Germany,51.37,6.52,32,,Germany,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,40002,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Duesseldorf Germany,51.28,6.77,35,,Germany,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,40003,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Muenchen Gladbach Germany,51.18,6.4,78,,Germany,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,40013,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Koeln Germany (Ostheim),50.93,7.07,49,,Germany,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,40022,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Bonn Germany (Hangelar),50.77,7.17,60,,Germany,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,40023,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Lippe Germany,50.7,8.08,594,,Germany,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,40040,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Montabaur Germany,50.43,7.83,252,,Germany,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,40041,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Nuerburg Germany,50.35,6.95,619,,Germany,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
1000245,40042,NCAR colorado USA_2_various_2,TD_13_NCAR_Sub_Daily_data_Global,NCAR_Via_MattMenne,,Koblenz Germany (Karthause),50.35,7.57,173,,Germany,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,,,1926,1945,1926,1945,1926,1945
